-3.4632e-05,-2.3252e-05
-2.8819e-05,-1.946e-05
-2.2146e-05,-1.4518e-05
-1.5306e-05,-8.9138e-06
-8.2971e-06,-3.7377e-06
-3.8962e-05,-2.5565e-05
0,0
0,0
0,0
-3.8132e-05,-4.4864e-05
-3.3776e-05,-5.27e-05
-2.1771e-05,-7.3609e-05
-1.5495e-05,-8.7687e-05
-9.3883e-06,-0.00010509
2.9101e-06,-0.00014576
4.9814e-06,-0.00016504
4.3783e-05,-0.00016498
4.3732e-05,-0.0001333
2.9617e-05,-6.3813e-05
1.4197e-05,-2.2934e-05
0,0
-4.2322e-05,-2.7128e-05
-4.3754e-05,-2.8185e-05
-4.3569e-05,-2.8761e-05
-4.2029e-05,-2.8867e-05
-3.9372e-05,-2.8516e-05
-3.5827e-05,-2.7711e-05
-3.1619e-05,-2.6455e-05
-2.6972e-05,-2.4749e-05
-2.2112e-05,-2.2591e-05
-1.7265e-05,-1.9984e-05
-1.2657e-05,-1.6929e-05
-8.5084e-06,-1.344e-05
-5.0146e-06,-9.5123e-06
-2.2635e-06,-5.25e-06
0,0
0,0
0,0
-1.0272e-06,2.6932e-07
-3.455e-06,3.8379e-08
-6.8905e-06,-6.7455e-07
-1.104e-05,-1.8671e-06
-1.5655e-05,-3.5217e-06
-2.0506e-05,-5.631e-06
-2.5367e-05,-8.1919e-06
-3.0014e-05,-1.1204e-05
-3.4222e-05,-1.4666e-05
-3.7764e-05,-1.8579e-05
-4.0415e-05,-2.2941e-05
-4.1953e-05,-2.7745e-05
-4.2164e-05,-3.2979e-05
-4.09e-05,-3.8637e-05
-2.8032e-05,-6.2176e-05
-2.9176e-06,-0.0001256
2.4627e-05,-0.00016472
4.2924e-05,-0.0001459
4.2754e-05,-0.00010407
3.7976e-05,-8.4236e-05
3.2639e-05,-6.9499e-05
2.7079e-05,-4.4134e-05
2.2337e-05,-3.2284e-05
1.7466e-05,-2.3832e-05
9.8939e-06,-7.3495e-06
0,0
0,0
0,0
5.3098e-07,-5.7456e-06
1.1062e-05,-2.253e-05
-2.6403e-05,-2.433e-05
-3.346e-05,-2.7338e-05
-3.8364e-05,-4.141e-05
-3.2919e-05,-4.815e-05
1.5726e-05,-4.2229e-05
-1.7038e-05,-6.714e-05
-1.9746e-07,-9.9223e-05
2.2106e-05,-0.00010431
2.9924e-05,-0.00012582
-3.869e-05,-2.8717e-05
-4.2148e-05,-2.9317e-05
-4.3705e-05,-2.9206e-05
-6.6799e-06,-8.0041e-05
-4.1141e-05,-2.4739e-05
-3.9188e-05,-2.5762e-05
-3.0481e-05,-1.5223e-05
-2.6561e-05,-2.0302e-05
-1.5935e-05,-7.8282e-06
-1.2079e-05,-1.2848e-05
